Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
785,Tapu Koko,"Tapu Koko is an Electric/Fairy type Pokémon introduced in Generation 7. Tapu Koko is a special Pokémon that protects the area where it lives. It's called the guardian deity of Melemele Island, one of the islands of the Alola region. Although it's known as a guardian deity, it's a surprisingly fickle Pokémon, and will not necessarily come to your aid if you need help. Despite that, Tapu Koko has a strong sense of curiosity. If it becomes interested in a person or in other Pokémon, it may come to play or battle with them.",カプ・コケコ (Kapu-Kokeko),tapu: Hawaiian for ‘holy’ | kokō: Hawaiian for rooster’s cry,https://img.pokemondb.net/artwork/tapu-koko.jpg,Land Spirit,180,2050,Electric, Fairy,"Electric Surge, Telepathy",3 Speed,3,257,Slow,0,0,50,7
786,Tapu Lele,"Tapu Lele is a Psychic/Fairy type Pokémon introduced in Generation 7. Tapu Lele scatters glowing scales that physically affect others - providing stimulation to their bodies and healing their illnesses or injuries. But these scales can be dangerous as well, because a body can’t withstand the changes brought about by contact with too many scales at the same time. It will scatter its scales over humans and Pokémon for its own enjoyment; while it is innocent in one sense, there is also cruelty in the way it casually brings others to ruin.",カプ・テテフ (Kapu-Tetefu),tapu: Hawaiian for ‘holy’ | pulelehua: Hawaiian for ‘butterfly’,https://img.pokemondb.net/artwork/tapu-lele.jpg,Land Spirit,120,1860,Psychic, Fairy,"Psychic Surge, Telepathy",3 Sp. Atk,3,257,Slow,0,0,50,7
787,Tapu Bulu,"Tapu Bulu is a Grass/Fairy type Pokémon introduced in Generation 7. Tapu Bulu has the power to manipulate vegetation and cause it to grow. It can use this power on its own horns - which are made of wood - changing their shape or making them larger. This can come in handy in battle! This stolid Pokémon is not very active. People’s opinions differ on whether it’s as docile as it seems, or if the reason it doesn’t move much can be chalked up to simple laziness.",カプ・ブルル (Kapu-Bulul),tapu: Hawaiian for ‘holy’ | bulu: Hawaiian for ‘bull’,https://img.pokemondb.net/artwork/tapu-bulu.jpg,Land Spirit,190,4550,Grass, Fairy,"Grassy Surge, Telepathy",3 Attack,3,257,Slow,0,0,50,7
788,Tapu Fini,"Tapu Fini is a Water/Fairy type Pokémon introduced in Generation 7. Tapu Fini is able to create a special water that purifies both mind and body. But it requires that supplicants wishing to obtain the purifying water demonstrate the strength to withstand the tapu's fog. Since it hates to risk harm to itself during battle, Tapu Fini prefers to create a thick fog that puts opponents in a trance and leads them to destroy themselves.",カプ・レヒレ (Kapu-Rehire),tapu: Hawaiian for ‘holy’ | fin: wing-like appendage on fish or other sea creatures,https://img.pokemondb.net/artwork/tapu-fini.jpg,Land Spirit,130,2120,Water, Fairy,"Misty Surge, Telepathy",3 Sp. Def,3,257,Slow,0,0,50,7
789,Cosmog,"Cosmog is a Psychic type Pokémon introduced in Generation 7. This extremely rare Pokémon is known to only a select few in Alola. At one time, it was known only by the kings of Alola and their heirs, and it was called the child of the stars. Cosmog is very curious and shows no fear of people or Pokémon. If you treat it with any consideration at all, it will take an immediate liking to you. This personality trait often leads it into danger.",コスモッグ (Cosmog),cosmos: the universe | fog: mist,https://img.pokemondb.net/artwork/cosmog.jpg,Nebula,20,10,Psychic,,Unaware,1 HP,45,40,Slow,0,0,0,7
790,Cosmoem,Cosmoem is a Psychic type Pokémon introduced in Generation 7.,コスモウム (Cosmovum),cosmos: the universe | embryo: fetus,https://img.pokemondb.net/artwork/cosmoem.jpg,Protostar,10,99990,Psychic,,Sturdy,"1 Defense, 1 Sp. Def",45,140,Slow,0,0,0,7
791,Solgaleo,"Solgaleo is a Psychic/Steel type Pokémon introduced in Generation 7. Since ancient times, Solgaleo has been honored as an emissary of the sun. It is referred to with reverence as the beast that devours the sun. Solgaleo's body holds a vast amount of energy, and it shines with light when it's active. It has a flowing mane with a remarkable resemblance to the sun. It has a powerful signature move, Sunsteel Strike. When it releases its mighty power it takes on a new appearance known as the Radiant Sun phase.",ソルガレオ (Solgaleo),solar: of or relating to the Sun | leo: Latin for ‘lion’,https://img.pokemondb.net/artwork/solgaleo.jpg,Sunne,340,23000,Psychic, Steel,Full Metal Body,3 Attack,45,306,Slow,0,0,0,7
792,Lunala,"Lunala is a Psychic/Ghost type Pokémon introduced in Generation 7. Since ancient times, Lunala has been honored as an emissary of the moon. It is referred to with reverence as the beast that calls the moon. Lunala is constantly absorbing light and converting it into energy. With its wings spread to absorb the surrounding light and glittering like a crescent moon, it resembles a beautiful night sky. It has a powerful signature move, Moongeist Beam. When it releases its mighty power it takes on a new appearance known as the Full Moon phase.",ルナアーラ (Lunala),luna: Latin for ‘moon’ | ala: a winglike structure,https://img.pokemondb.net/artwork/lunala.jpg,Moone,400,12000,Psychic, Ghost,Shadow Shield,3 Sp. Atk,45,306,Slow,0,0,0,7
793,Nihilego,"Nihilego is a Rock/Poison type Pokémon introduced in Generation 7. Nihilego is an Ultra Beast, also known by the code name UB-01 Symbiont.",ウツロイド (Uturoid),"nihilism: anarchy, desctructiveness | ego: the self",https://img.pokemondb.net/artwork/nihilego.jpg,Parasite,120,5550,Rock, Poison,Beast Boost,3 Sp. Def,45,257,Slow,0,0,0,7
794,Buzzwole,"Buzzwole is a Bug/Fighting type Pokémon introduced in Generation 7. Buzzwole is an Ultra Beast, also known by the code name UB-02 Absorption.",マッシブーン (Massivoon),buzz: low humming sound | swole: muscular,https://img.pokemondb.net/artwork/buzzwole.jpg,Swollen,240,33360,Bug, Fighting,Beast Boost,"1 Attack, 2 Defense",45,257,Slow,0,0,0,7
795,Pheromosa,"Pheromosa is a Bug/Fighting type Pokémon introduced in Generation 7. Pheromosa is an Ultra Beast, also known by the code name UB-02 Beauty.",フェローチェ (Pheroache),pheromone: attractive chemical secreted by animals | -osa: Latin female suffix,https://img.pokemondb.net/artwork/pheromosa.jpg,Lissome,180,2500,Bug, Fighting,Beast Boost,3 Speed,45,257,Slow,0,0,0,7
796,Xurkitree,"Xurkitree is an Electric type Pokémon introduced in Generation 7. Xurkitree is an Ultra Beast, also known by the code name UB-03 Lighting.",デンジュモク (Denjyumoku),circuitry: electrical wiring | tree: large plant with a trunk,https://img.pokemondb.net/artwork/xurkitree.jpg,Glowing,380,10000,Electric,,Beast Boost,3 Sp. Atk,45,257,Slow,0,0,0,7
797,Celesteela,"Celesteela is a Steel/Flying type Pokémon introduced in Generation 7. Celesteela is an Ultra Beast, also known by the code name UB-04 Blaster.",テッカグヤ (Tekkaguya),celestial: of or relating to space or heaven | steel: a metal alloy,https://img.pokemondb.net/artwork/celesteela.jpg,Launch,919,99990,Steel, Flying,Beast Boost,"1 Attack, 1 Defense, 1 Sp. Atk",45,257,Slow,0,0,0,7
798,Kartana,"Kartana is a Grass/Steel type Pokémon introduced in Generation 7. Kartana is an Ultra Beast, also known by the code name UB-04 Blade.",カミツルギ (Kamiturugi),katana: Japanese samurai sword,https://img.pokemondb.net/artwork/kartana.jpg,Drawn Sword,30,10,Grass, Steel,Beast Boost,3 Attack,45,257,Slow,0,0,0,7
799,Guzzlord,"Guzzlord is a Dark/Dragon type Pokémon introduced in Generation 7. Guzzlord is an Ultra Beast, also known by the code name UB-05 Glutton.",アクジキング (Akuziking),"guzzle: eat, devour | lord: master, royalty",https://img.pokemondb.net/artwork/guzzlord.jpg,Junkivore,550,88800,Dark, Dragon,Beast Boost,3 HP,45,257,Slow,0,0,0,7
800,Necrozma,Necrozma is a Psychic type Pokémon introduced in Generation 7.,ネクロズマ (Necrozma),nekros: Greek for ‘dead’ | prisma: Greek for ‘prism’,https://img.pokemondb.net/artwork/necrozma.jpg,Prism,240,23000,Psychic,,Prism Armor,"1 Attack, 2 Sp. Atk",255,270,Slow,0,0,0,7
801,Magearna,"Magearna is a Steel/Fairy type Pokémon introduced in Generation 7. Magearna is a Mythical Pokémon that was created by a scientist of uncommon genius 500 years ago. Magearna has the power to perceive the emotions, thoughts, and feelings of other Pokémon. If a Pokémon is injured, Magearna will feel the other’s pain and suffering and will try as hard as it can to save that Pokémon. Magearna's real body is the spherical construction in its chest called the Soul-Heart, created by a scientist who gathered the life energy from Pokémon. Magearna is obtainable in Sun/Moon by scanning a special QR code.",マギアナ (Magearna),machine: apparatus with connecting parts | gear: cog used in machines,https://img.pokemondb.net/artwork/magearna.jpg,Artificial,100,8050,Steel, Fairy,Soul-Heart,3 Sp. Atk,3,300,Slow,0,0,0,7
802,Marshadow,Marshadow is a Fighting/Ghost type Pokémon introduced in Generation 7.,マーシャドー (Marshadow),"martial art: fighting, self-defense | shadow: dark area created by blocking out light",https://img.pokemondb.net/artwork/marshadow.jpg,Gloomdweller,70,2220,Fighting, Ghost,Technician,"2 Attack, 1 Speed",3,270,Slow,0,0,0,7
803,Poipole,"Poipole is a Poison type Pokémon introduced in Generation 7. Poipole is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Adhesive. Poipole displays many emotions, and it’s said to be able to understand human speech if it spends enough time together with them. Their large heads are filled with venom, and they fire this venom from the poisonous needles on top of them.",ベベノム (Bevenom),poison: toxic substance | pole: long stick/point,https://img.pokemondb.net/artwork/poipole.jpg,Poison Pin,60,180,Poison,,Beast Boost,1 Speed,45,189,Slow,0,0,0,7
804,Naganadel,Naganadel is a Poison/Dragon type Pokémon introduced in Generation 7. Naganadel is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon.,アーゴヨン (Agoyon),naga: mythological cobra | nadel: German for ‘needle’,https://img.pokemondb.net/artwork/naganadel.jpg,Poison Pin,360,15000,Poison, Dragon,Beast Boost,3 Sp. Atk,45,243,Slow,0,0,0,7
805,Stakataka,"Stakataka is a Rock/Steel type Pokémon introduced in Generation 7. Stakataka is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Assembly. While Stakataka may appear to be made up of stones stacked atop one another, apparently each ""stone"" is in fact a separate life-form, and this UB is made up of an assemblage of these life-forms. When confronting another, or when feeling particularly enraged, the eyes on each of these stones begin to glow red.",ツンデツンデ (Tundetunde),stack: pile up objects neatly,https://img.pokemondb.net/artwork/stakataka.jpg,Rampart,550,82000,Rock, Steel,Beast Boost,3 Defense,30,257,Slow,0,0,0,7
806,Blacephalon,"Blacephalon is a Fire/Ghost type Pokémon introduced in Generation 7. Blacephalon is an Ultra Beast introduced in Pokémon Ultra Sun & Ultra Moon, also known by the code name UB Burst. Blacephalon tricks targets into letting their guard down as it draws near with its funny gait. Its head is made up of collection of curious sparks, and it appears to have the wondrous ability to freely remove its own head and make it explode.",ズガドーン (Zugadoon),blast: an explosion | cephalo-: of or relating to the head,https://img.pokemondb.net/artwork/blacephalon.jpg,Fireworks,180,1300,Fire, Ghost,Beast Boost,3 Sp. Atk,30,257,Slow,0,0,0,7
807,Zeraora,"Zeraora is an Electric type Pokémon introduced in Generation 7. Zeraora creates a powerful magnetic field by emitting strong electric currents from the pads on its hands and feet. Unlike most Electric-type Pokémon, Zeraora doesn’t have an organ within its body that can produce electricity. However, it is able to gather and store electricity from outside sources, then use it as its own electric energy.",ゼラオラ (Zeraora),"zero: nil, nothing | tora: Japanese for ‘tiger’",https://img.pokemondb.net/artwork/zeraora.jpg,Thunderclap,150,4450,Electric,,Volt Absorb,3 Speed,3,270,Slow,0,0,0,7
808,Meltan,"Meltan is a Steel type Pokémon introduced in Generation 7. Most of Meltan's body is made from liquid metal, and its shape is very fluid. It can use its liquid arms and legs to corrode metal and absorb it into its own body. Meltan generates electricity using the metal it absorbs from outside sources. It uses this electricity as an energy source and also as an attack that can be fired from its eye. Meltan is a new mythical Pokémon available in Pokémon Let's Go Pikachu & Let's Go Eevee. It is obtained by connecting Let's Go Pikachu or Let's Go Eevee with the smartphone game Pokémon GO. First, send any Pokémon from GO to Let's Go to receive a Mystery Box item in GO. Opening the box causes Meltan to spawn in Pokémon GO. These Meltan can be caught and then sent over to Let's Go Pikachu/Eevee. Meltan evolves into Melmetal in Pokémon GO, with 400 Meltan Candies. Note: Meltan has an ability assigned in the code for Pokémon Let's Go, even though abilities are not available.",メルタン (Merutan),melt: become liquefied | tan: suffix meaning ‘small’,https://img.pokemondb.net/artwork/meltan.jpg,Hex Nut,20,800,Steel,,Magnet Pull,1 Attack,3,150,Slow,0,0,0,7
809,Melmetal,"Melmetal is a Steel type Pokémon introduced in Generation 7. Melmetal evolves from Meltan only in Pokémon GO, with 400 Meltan Candies. Candies can be obtained by catching many Meltan, have it travel as a Buddy Pokémon, or transferring some to Pokémon Let's Go. Melmetal has an exclusive move, Double Iron Bash. It also has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Meltdown.",メルメタル (Merumetaru),melt: become liquefied | metal: solid material,https://img.pokemondb.net/artwork/melmetal.jpg,Hex Nut,250,80000,Steel,,Iron Fist,3 Attack,3,300,Slow,0,0,0,7
810,Grookey,"Grookey is a Grass type Pokémon introduced in Generation 8. Grookey is one of the starter Pokémon available in Pokémon Sword & Shield (releasing late 2019) along with Scorbunny and Sobble. It is a mischievous Pokémon that is full of boundless curiosity. During the Sword & Shield announcement trailer it is seen tapping the stick it keeps in its hair, then climbing to the top of a building. Grookey appears to be based on a spider monkey.",サルノリ (Saru nori),groove: rhythm | monkey: a species of primate,https://img.pokemondb.net/artwork/grookey.jpg,Chimp,30,500,Grass,,"Overgrow, Grassy Surge",1 Attack,45,62,Medium Slow,87.5,12.5,50,8
811,Thwackey,Thwackey is a Grass type Pokémon introduced in Generation 8. Evolution of Grookey; evolves into Rillaboom.,バチンキー (Bachinkī),"thwack: strike, often with a stick | monkey: a species of primate",https://img.pokemondb.net/artwork/thwackey.jpg,Beat,70,1400,Grass,,"Overgrow, Grassy Surge",2 Attack,45,147,Medium Slow,87.5,12.5,50,8
812,Rillaboom,"Rillaboom is a Grass type Pokémon introduced in Generation 8. Rillaboom has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Drum Solo.",ゴリランダー (Gorirandā),gorilla: a large species of primate | boom: a loud sound or explosion,https://img.pokemondb.net/artwork/rillaboom.jpg,Drummer,210,9000,Grass,,"Overgrow, Grassy Surge",3 Attack,45,265,Medium Slow,87.5,12.5,50,8
813,Scorbunny,"Scorbunny is a Fire type Pokémon introduced in Generation 8. Scorbunny is one of the starter Pokémon available in Pokémon Sword & Shield (releasing late 2019) along with Grookey and Sobble. It is always running about, bursting with energy. During the Sword & Shield announcement trailer it runs up a large cog, then leaves fiery footprints in the grass. Scorbunny is based on a rabbit/hare. It has large, pointed ears and big paws.",ヒバニー (Hibanī),"scorch: to burn harshly | bunny: slang for rabbit, a small mammal with long ears",https://img.pokemondb.net/artwork/scorbunny.jpg,Rabbit,30,450,Fire,,"Blaze, Libero",1 Speed,45,62,Medium Slow,87.5,12.5,50,8
814,Raboot,Raboot is a Fire type Pokémon introduced in Generation 8. Evolution of Scorbunny; evolves into Cinderace.,ラビフット (Rabifutto),rabbit: a small mammal with long ears | boot: to kick something,https://img.pokemondb.net/artwork/raboot.jpg,Rabbit,60,900,Fire,,"Blaze, Libero",2 Speed,45,147,Medium Slow,87.5,12.5,50,8
815,Cinderace,"Cinderace is a Fire type Pokémon introduced in Generation 8. Cinderace has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Fireball.",エースバーン (Ēsu bān),cinder: glowing ashes | ace: expert,https://img.pokemondb.net/artwork/cinderace.jpg,Striker,140,3300,Fire,,"Blaze, Libero",3 Speed,45,265,Medium Slow,87.5,12.5,50,8
816,Sobble,"Sobble is a Water type Pokémon introduced in Generation 8. Sobble is one of the starter Pokémon available in Pokémon Sword & Shield (releasing late 2019) along with Grookey and Scorbunny. It is a somewhat timid Pokémon that shoots out attacks as it hides itself in the water. The Sword & Shield announcement trailer shows it camouflaging itself in a fountain, but runs off when Grookey approaches. Sobble appears to be based on a chameleon. It has a fin on its head and a curled-up tail.",メッソン (Messon),sob: to cry | bubble: liquid sphere,https://img.pokemondb.net/artwork/sobble.jpg,Water Lizard,30,400,Water,,"Torrent, Sniper","1 Sp. Def, 1 Speed",45,62,Medium Slow,87.5,12.5,50,8
817,Drizzile,Drizzile is a Water type Pokémon introduced in Generation 8. Evolution of Sobble; evolves into Inteleon.,ジメレオン (Jimereon),drizzle: light rain | reptile: cold-blooded creature with scaly skin,https://img.pokemondb.net/artwork/drizzile.jpg,Water lizard,70,1150,Water,,"Torrent, Sniper",2 Sp. Atk,45,147,Medium Slow,87.5,12.5,50,8
818,Inteleon,"Inteleon is a Water type Pokémon introduced in Generation 8. Inteleon has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Hydrosnipe.",インテレオン (Intereon),"intelligent: smart, knowledgeable | chameleon: a species of lizard",https://img.pokemondb.net/artwork/inteleon.jpg,Secret Agent,190,4520,Water,,"Torrent, Sniper",3 Speed,45,265,Medium Slow,87.5,12.5,50,8
819,Skwovet,Skwovet is a Normal type Pokémon introduced in Generation 8. Evolves into Greedent.,ホシガリス (Hoshigarisu),squirrel: rodent with a bushy tail | covet: desire to possess (something belonging to someone else),https://img.pokemondb.net/artwork/skwovet.jpg,Cheeky,30,250,Normal,,"Cheek Pouch, Gluttony",1 HP,255,55,Medium Fast,50,50,50,8
820,Greedent,Greedent is a Normal type Pokémon introduced in Generation 8. Evolution of Skwovet.,ヨクバリス (Yokubarisu),greed: desire for much more | rodent: type of small gnawing mammal,https://img.pokemondb.net/artwork/greedent.jpg,Greedy,60,600,Normal,,"Cheek Pouch, Gluttony",2 HP,90,161,Medium Fast,50,50,50,8
821,Rookidee,"Rookidee is a Flying type Pokémon introduced in Generation 8. Jumping nimbly about, this small-bodied Pokemon takes advantage of even the slightest opportunity to disorient larger opponents. Evolves into Corvisquire.",ココガラ (Kokogara),"rookie: new, untrained | chickidee: species of bird",https://img.pokemondb.net/artwork/rookidee.jpg,Tiny Bird,20,180,Flying,,"Keen Eye, Unnerve, Big Pecks",1 Speed,255,49,Medium Slow,50,50,50,8
822,Corvisquire,Corvisquire is a Flying type Pokémon introduced in Generation 8. The lessons of many harsh battles have taught it how to accurately judge an opponent's strength. Evolution of Rookidee; evolves into Corviknight.,アオガラス (Aogarasu),corvine: of or relating to crows | squire: young nobleman,https://img.pokemondb.net/artwork/corvisquire.jpg,Raven,80,1600,Flying,,"Keen Eye, Unnerve, Big Pecks",2 Speed,120,128,Medium Slow,50,50,50,8
823,Corviknight,"Corviknight is a Flying/Steel type Pokémon introduced in Generation 8. Corviknight possess superb flying skills and high intelligence. It is said that Corviknight is the strongest Pokémon living in the skies of the Galar region. In Pokémon Sword & Shield, Corviknight can be used to transport the player between towns. It also has a Gigantamax form available in Sword/Shield, with an exclusive G-Max move, G-Max Wind Rage.",アーマーガア (Āmāgā),corvine: of or relating to crows | knight: noble cavalier,https://img.pokemondb.net/artwork/corviknight.jpg,Raven,220,7500,Flying, Steel,"Pressure, Unnerve, Mirror Armor",3 Defense,45,248,Medium Slow,50,50,50,8
824,Blipbug,Blipbug is a Bug type Pokémon introduced in Generation 8.,サッチムシ (Sacchimushi),blip: beeping sound | bug: insect,https://img.pokemondb.net/artwork/blipbug.jpg,Larva,40,800,Bug,,"Swarm, Compound Eyes, Telepathy",1 Sp. Def,255,36,Medium Fast,50,50,50,8
825,Dottler,Dottler is a Bug/Psychic type Pokémon introduced in Generation 8.,レドームシ (Redōmushi),dot: circular mark | Doppler effect: change in pitch caused by movement,https://img.pokemondb.net/artwork/dottler.jpg,Radome,40,1950,Bug, Psychic,"Swarm, Compound Eyes, Telepathy",2 Sp. Def,120,117,Medium Fast,50,50,50,8
826,Orbeetle,"Orbeetle is a Bug/Psychic type Pokémon introduced in Generation 8. Orbeetle has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Gravitas.",イオルブ (Iorubu),orb: a spherical object | beetle: insect,https://img.pokemondb.net/artwork/orbeetle.jpg,Seven Spot,40,4079,Bug, Psychic,"Swarm, Frisk, Telepathy",3 Sp. Def,45,253,Medium Fast,50,50,50,8
827,Nickit,Nickit is a Dark type Pokémon introduced in Generation 8.,クスネ (Kusune),nick: slang for ‘steal’ | kit: a baby fox,https://img.pokemondb.net/artwork/nickit.jpg,Fox,60,890,Dark,,"Run Away, Unburden, Stakeout",1 Sp. Def,255,49,Fast,50,50,50,8
828,Thievul,Thievul is a Dark type Pokémon introduced in Generation 8.,フォクスライ (Fokusurai),thieve: to steal | vulpine: of or relating to foxes,https://img.pokemondb.net/artwork/thievul.jpg,Fox,120,1989,Dark,,"Run Away, Unburden, Stakeout",2 Sp. Def,127,159,Fast,50,50,50,8
829,Gossifleur,"Gossifleur is a Grass type Pokémon introduced in Generation 8. Gossifleur prefers lands with clean water and air, and its pollen has a healing effect. It travels over long distances by getting blown along by the wind, controlling its direction by twisting its body and petals. Gossifleur evolves into Eldegoss.",ヒメンカ (Himenka),gossypium: Latin name for the cotton plant | fleur: French for ‘flower’,https://img.pokemondb.net/artwork/gossifleur.jpg,Flowering,40,220,Grass,,"Cotton Down, Regenerator, Effect Spore",1 Sp. Def,190,50,Medium Fast,50,50,50,8
830,Eldegoss,"Eldegoss is a Grass type Pokémon introduced in Generation 8. The tiny seeds attached to the cotton fluff around Eldegoss' head are said to be highly nutritious and beneficial to both people and Pokémon. It spreads these seeds throughout the region by sending them on the wind, making the soil of the Galar region rich in nutrients. Eldegoss evolves from Gossifleur.",ワタシラガ (Watashiraga),elder: older or senior person | gossypium: Latin name for the cotton plant,https://img.pokemondb.net/artwork/eldegoss.jpg,Cotton Bloom,50,250,Grass,,"Cotton Down, Regenerator, Effect Spore",2 Sp. Def,75,161,Medium Fast,50,50,50,8
831,Wooloo,"Wooloo is a Normal type Pokémon introduced in Generation 8. The white fur that covers their bodies grows throughout their lives, and it will fully grow back in three months even if the Wooloo has been completely shorn. Wooloo live as a herd and mimic the actions of their Trainer or herd leader. They dislike conflict, and if they need to escape from enemies, they will simply roll away.",ウールー (Ū rū),wool: a sheep’s hair,https://img.pokemondb.net/artwork/wooloo.jpg,Sheep,60,600,Normal,,"Fluffy, Run Away, Bulletproof",1 Defense,255,122,Medium Fast,50,50,50,8
832,Dubwool,Dubwool is a Normal type Pokémon introduced in Generation 8. Evolution of Wooloo.,バイウールー (Baiūrū),double: twice | wool: a sheep’s hair,https://img.pokemondb.net/artwork/dubwool.jpg,Sheep,130,4300,Normal,,"Fluffy, Steadfast, Bulletproof",2 Defense,127,172,Medium Fast,50,50,50,8
833,Chewtle,Chewtle is a Water type Pokémon introduced in Generation 8.,カムカメ (Kamu kame),chew: to bite or nibble | turtle: water-based reptile,https://img.pokemondb.net/artwork/chewtle.jpg,Snapping,30,850,Water,,"Strong Jaw, Shell Armor, Swift Swim",1 Attack,255,57,Medium Fast,50,50,50,8
834,Drednaw,"Drednaw is a Water/Rock type Pokémon introduced in Generation 8. Drednaw is known to be extremely vicious. Its fangs are strong and sharp enough to bite through rock and iron. Though Drednaw has an extremely heavy rock shell, its well-developed muscles allow it to move quickly. Drednaw has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Stonesurge.",カジリガメ (Kajirigame),dreadnought: a battleship | gnaw: to bite or chew,https://img.pokemondb.net/artwork/drednaw.jpg,Bite,100,11550,Water, Rock,"Strong Jaw, Shell Armor, Swift Swim",2 Attack,75,170,Medium Fast,50,50,50,8
835,Yamper,"Yamper is an Electric type Pokémon introduced in Generation 8. Yamper has an organ in its body that generates electricity, and this organ is activated when Yamper runs around. Yamper can't store the electricity it generates, so it's often seen running around with electric sparks crackling around it.",ワンパチ (Wanpachi),yap: high-pitched bark | scamper: run around playfully,https://img.pokemondb.net/artwork/yamper.jpg,Puppy,30,1350,Electric,,"Ball Fetch, Rattled",1 HP,255,54,Fast,50,50,50,8
836,Boltund,Boltund is an Electric type Pokémon introduced in Generation 8. Evolution of Yamper.,パルスワン (Paru suwan),bolt: a discharge of lightning | hound: type of dog,https://img.pokemondb.net/artwork/boltund.jpg,Dog,100,3400,Electric,,"Strong Jaw, Competitive",2 Speed,45,172,Fast,50,50,50,8
837,Rolycoly,"Rolycoly is a Rock type Pokémon introduced in Generation 8. Rolycoly has no problem dashing through dark areas or rough terrain. Its red eye can illuminate dark areas, while it uses the lump of coal attached to its body like a wheel to move through coal mines and caves. It seems to be able to travel smoothly even over rough terrain.",タンドン (Tan don),"roly-poly: round, plump | coal: black substance used as fuel",https://img.pokemondb.net/artwork/rolycoly.jpg,Coal,30,1200,Rock,,"Steam Engine, Heatproof, Flash Fire",1 Defense,255,48,Medium Slow,50,50,50,8
838,Carkol,Carkol is a Rock/Fire type Pokémon introduced in Generation 8. Evolution of Rolycoly; evolves into Coalossal.,トロッゴン (Toroggon),cart: open vehicle used in mining | coal: black substance used as fuel,https://img.pokemondb.net/artwork/carkol.jpg,Coal,110,7800,Rock, Fire,"Steam Engine, Flame Body, Flash Fire",2 Defense,120,144,Medium Slow,50,50,50,8
839,Coalossal,"Coalossal is a Rock/Fire type Pokémon introduced in Generation 8. Coalossal has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Volcalith.",セキタンザン (Sekitanzan),"coal: black substance used as fuel | colossal: huge, enormous",https://img.pokemondb.net/artwork/coalossal.jpg,Coal,280,31050,Rock, Fire,"Steam Engine, Flame Body, Flash Fire",3 Defense,45,255,Medium Slow,50,50,50,8
840,Applin,Applin is a Grass/Dragon type Pokémon introduced in Generation 8.,カジッチュ (Kajicchu),apple: red/green fruit,https://img.pokemondb.net/artwork/applin.jpg,Apple Core,20,50,Grass, Dragon,"Ripen, Gluttony, Bulletproof",1 Defense,255,52,Erratic,50,50,50,8
841,Flapple,"Flapple is a Grass/Dragon type Pokémon introduced in Generation 8. Flapple has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Tartness.",アップリュー (Appuryū),flap: to move wings up and down | apple: red/green fruit,https://img.pokemondb.net/artwork/flapple.jpg,Apple Wing,30,100,Grass, Dragon,"Ripen, Gluttony, Hustle",2 Attack,45,170,Erratic,50,50,50,8
842,Appletun,"Appletun is a Grass/Dragon type Pokémon introduced in Generation 8. Appletun has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Sweetness.",タルップル (Taruppuru),apple: red/green fruit | tun: large cask for brewing,https://img.pokemondb.net/artwork/appletun.jpg,Apple Nectar,40,1300,Grass, Dragon,"Ripen, Gluttony, Thick Fat",2 HP,45,170,Erratic,50,50,50,8
843,Silicobra,"Silicobra is a Ground type Pokémon introduced in Generation 8. It spews sand from its nostrils. While the enemy is blinded, it burrows into the ground to hide. Evolves into Sandaconda.",スナヘビ (Sunahebi),silicon: chemical element; component of sand | cobra: a species of snake,https://img.pokemondb.net/artwork/silicobra.jpg,Sand Snake,220,760,Ground,,"Sand Spit, Shed Skin, Sand Veil",1 Defense,255,63,Medium Fast,50,50,50,8
844,Sandaconda,"Sandaconda is a Ground type Pokémon introduced in Generation 8. Its unique style of coiling allows it to blast sand out of its sand sac more efficiently. Sandaconda has a Gigantamax form available in Pokémon Sword/Shield, with an exclusive G-Max move, G-Max Sandblast.",サダイジャ (Sadaija),sand: fine rock debris | anaconda: a large species of snake,https://img.pokemondb.net/artwork/sandaconda.jpg,Sand Snake,380,6550,Ground,,"Sand Spit, Shed Skin, Sand Veil",2 Defense,120,179,Medium Fast,50,50,50,8
845,Cramorant,Cramorant is a Flying/Water type Pokémon introduced in Generation 8.,ウッウ (Ūu),cram: fill something by force | cormorant: a large seabird,https://img.pokemondb.net/artwork/cramorant.jpg,Gulp,80,1800,Flying, Water,Gulp Missile,2 Sp. Def,45,166,Medium Fast,50,50,50,8
